trace_id,f1,f2
TRACE_PERSON_0000000352,PERSON_0000000581,PERSON_0000000990
TRACE_PERSON_0000000820,PERSON_0000000426,PERSON_0000000818
TRACE_PERSON_0000000811,PERSON_0000000015,PERSON_0000000952
TRACE_PERSON_0000000106,PERSON_0000000683,PERSON_0000000063
TRACE_PERSON_0000000775,PERSON_0000000485,PERSON_0000000763
TRACE_PERSON_0000000147,PERSON_0000000451,PERSON_0000000760
TRACE_PERSON_0000000551,PERSON_0000000920,PERSON_0000000551
TRACE_PERSON_0000000127,PERSON_0000000641,PERSON_0000000778
TRACE_PERSON_0000000495,PERSON_0000000349,PERSON_0000000579
TRACE_PERSON_0000000604,PERSON_0000000559,PERSON_0000000576
TRACE_PERSON_0000000868,PERSON_0000000989,PERSON_0000000333
TRACE_PERSON_0000000212,PERSON_0000000892,PERSON_0000000963
TRACE_PERSON_0000000331,PERSON_0000000896,PERSON_0000000890
TRACE_PERSON_0000000999,PERSON_0000000223,PERSON_0000000689
TRACE_PERSON_0000000727,PERSON_0000000671,PERSON_0000000762
TRACE_PERSON_0000000943,PERSON_0000000282,PERSON_0000000539
TRACE_PERSON_0000000952,PERSON_0000000355,PERSON_0000000739
TRACE_PERSON_0000000257,PERSON_0000000309,PERSON_0000000728
TRACE_PERSON_0000000304,PERSON_0000000642,PERSON_0000000863
TRACE_PERSON_0000000958,PERSON_0000000145,PERSON_0000000530
TRACE_PERSON_0000000507,PERSON_0000000050,PERSON_0000000507
TRACE_PERSON_0000000872,PERSON_0000000951,PERSON_0000000763
TRACE_PERSON_0000000130,PERSON_0000000422,PERSON_0000000690
TRACE_PERSON_0000000395,PERSON_0000000036,PERSON_0000000802
TRACE_PERSON_0000000477,PERSON_0000000935,PERSON_0000000630
TRACE_PERSON_0000000025,PERSON_0000000155,PERSON_0000000553
TRACE_PERSON_0000000084,PERSON_0000000146,PERSON_0000000972
TRACE_PERSON_0000000958,PERSON_0000000619,PERSON_0000000909
TRACE_PERSON_0000000464,PERSON_0000000468,PERSON_0000000964
TRACE_PERSON_0000000215,PERSON_0000000786,PERSON_0000000528
TRACE_PERSON_0000000274,PERSON_0000000767,PERSON_0000000519
TRACE_PERSON_0000000821,PERSON_0000000885,PERSON_0000000893
TRACE_PERSON_0000000251,PERSON_0000000443,PERSON_0000000578
TRACE_PERSON_0000000651,PERSON_0000000137,PERSON_0000000806
TRACE_PERSON_0000000995,PERSON_0000000926,PERSON_0000000995
TRACE_PERSON_0000000282,PERSON_0000000032,PERSON_0000000580
TRACE_PERSON_0000000352,PERSON_0000000444,PERSON_0000000026
TRACE_PERSON_0000000399,PERSON_0000000465,PERSON_0000000540
TRACE_PERSON_0000000704,PERSON_0000000773,PERSON_0000000084
TRACE_PERSON_0000000257,PERSON_0000000511,PERSON_0000000516
TRACE_PERSON_0000000804,PERSON_0000000563,PERSON_0000000410
TRACE_PERSON_0000000694,PERSON_0000000973,PERSON_0000000471
TRACE_PERSON_0000000758,PERSON_0000000312,PERSON_0000000768
TRACE_PERSON_0000000958,PERSON_0000000460,PERSON_0000000973
TRACE_PERSON_0000000264,PERSON_0000000945,PERSON_0000000264
TRACE_PERSON_0000000673,PERSON_0000000415,PERSON_0000000244
TRACE_PERSON_0000000373,PERSON_0000000027,PERSON_0000000119
TRACE_PERSON_0000000977,PERSON_0000000542,PERSON_0000000741
TRACE_PERSON_0000000084,PERSON_0000000681,PERSON_0000000172
TRACE_PERSON_0000000139,PERSON_0000000295,PERSON_0000000741
TRACE_PERSON_0000000583,PERSON_0000000440,PERSON_0000000649
TRACE_PERSON_0000000958,PERSON_0000000360,PERSON_0000000846
TRACE_PERSON_0000000182,PERSON_0000000132,PERSON_0000000419
TRACE_PERSON_0000000646,PERSON_0000000676,PERSON_0000000144
TRACE_PERSON_0000000264,PERSON_0000000652,PERSON_0000000264
TRACE_PERSON_0000000603,PERSON_0000000684,PERSON_0000000791
TRACE_PERSON_0000000282,PERSON_0000000942,PERSON_0000000584
TRACE_PERSON_0000000386,PERSON_0000000111,PERSON_0000000212
TRACE_PERSON_0000000536,PERSON_0000000345,PERSON_0000000321
TRACE_PERSON_0000000731,PERSON_0000000536,PERSON_0000000806
TRACE_PERSON_0000000776,PERSON_0000000173,PERSON_0000000702
TRACE_PERSON_0000000016,PERSON_0000000051,PERSON_0000000541
TRACE_PERSON_0000000429,PERSON_0000000504,PERSON_0000000473
TRACE_PERSON_0000000634,PERSON_0000000725,PERSON_0000000065
TRACE_PERSON_0000000539,PERSON_0000000104,PERSON_0000000721
TRACE_PERSON_0000000037,PERSON_0000000577,PERSON_0000000394
TRACE_PERSON_0000000352,PERSON_0000000584,PERSON_0000000497
TRACE_PERSON_0000000215,PERSON_0000000233,PERSON_0000000911
TRACE_PERSON_0000000025,PERSON_0000000049,PERSON_0000000406
TRACE_PERSON_0000000332,PERSON_0000000429,PERSON_0000000498
TRACE_PERSON_0000000198,PERSON_0000000431,PERSON_0000000736
TRACE_PERSON_0000000573,PERSON_0000000334,PERSON_0000000039
TRACE_PERSON_0000000715,PERSON_0000000296,PERSON_0000000157
TRACE_PERSON_0000000773,PERSON_0000000084,PERSON_0000000684
TRACE_PERSON_0000000583,PERSON_0000000348,PERSON_0000000823
TRACE_PERSON_0000000613,PERSON_0000000193,PERSON_0000000377
TRACE_PERSON_0000000715,PERSON_0000000273,PERSON_0000000997
TRACE_PERSON_0000000583,PERSON_0000000646,PERSON_0000000876
TRACE_PERSON_0000000804,PERSON_0000000003,PERSON_0000000804
TRACE_PERSON_0000000212,PERSON_0000000786,PERSON_0000000104
TRACE_PERSON_0000000159,PERSON_0000000439,PERSON_0000000362
TRACE_PERSON_0000000567,PERSON_0000000086,PERSON_0000000229
TRACE_PERSON_0000000651,PERSON_0000000240,PERSON_0000000394
TRACE_PERSON_0000000891,PERSON_0000000778,PERSON_0000000794
TRACE_PERSON_0000000374,PERSON_0000000468,PERSON_0000000022
TRACE_PERSON_0000000849,PERSON_0000000968,PERSON_0000000681
TRACE_PERSON_0000000037,PERSON_0000000213,PERSON_0000000486
TRACE_PERSON_0000000334,PERSON_0000000852,PERSON_0000000746
TRACE_PERSON_0000000703,PERSON_0000000923,PERSON_0000000615
TRACE_PERSON_0000000399,PERSON_0000000317,PERSON_0000000524
TRACE_PERSON_0000000735,PERSON_0000000804,PERSON_0000000964
TRACE_PERSON_0000000040,PERSON_0000000430,PERSON_0000000133
TRACE_PERSON_0000000673,PERSON_0000000834,PERSON_0000000703
TRACE_PERSON_0000000457,PERSON_0000000738,PERSON_0000000497
TRACE_PERSON_0000000813,PERSON_0000000189,PERSON_0000000006
TRACE_PERSON_0000000967,PERSON_0000000049,PERSON_0000000406
TRACE_PERSON_0000000573,PERSON_0000000425,PERSON_0000000183
TRACE_PERSON_0000000130,PERSON_0000000318,PERSON_0000000621
TRACE_PERSON_0000000130,PERSON_0000000468,PERSON_0000000022
TRACE_PERSON_0000000198,PERSON_0000000440,PERSON_0000000151
TRACE_PERSON_0000000304,PERSON_0000000436,PERSON_0000000746
TRACE_PERSON_0000000399,PERSON_0000000827,PERSON_0000000374
TRACE_PERSON_0000000424,PERSON_0000000819,PERSON_0000000424
TRACE_PERSON_0000000159,PERSON_0000000726,PERSON_0000000159
TRACE_PERSON_0000000596,PERSON_0000000213,PERSON_0000000835
TRACE_PERSON_0000000421,PERSON_0000000868,PERSON_0000000907
TRACE_PERSON_0000000133,PERSON_0000000081,PERSON_0000000387
TRACE_PERSON_0000000374,PERSON_0000000574,PERSON_0000000257
TRACE_PERSON_0000000892,PERSON_0000000492,PERSON_0000000892
TRACE_PERSON_0000000109,PERSON_0000000850,PERSON_0000000295
TRACE_PERSON_0000000656,PERSON_0000000339,PERSON_0000000687
TRACE_PERSON_0000000813,PERSON_0000000512,PERSON_0000000847
TRACE_PERSON_0000000139,PERSON_0000000065,PERSON_0000000139
TRACE_PERSON_0000000557,PERSON_0000000342,PERSON_0000000695
TRACE_PERSON_0000000065,PERSON_0000000764,PERSON_0000000828
TRACE_PERSON_0000000125,PERSON_0000000428,PERSON_0000000677
TRACE_PERSON_0000000352,PERSON_0000000970,PERSON_0000000649
TRACE_PERSON_0000000947,PERSON_0000000289,PERSON_0000000982
TRACE_PERSON_0000000765,PERSON_0000000121,PERSON_0000000347
TRACE_PERSON_0000000995,PERSON_0000000956,PERSON_0000000864
TRACE_PERSON_0000000037,PERSON_0000000213,PERSON_0000000884
TRACE_PERSON_0000000221,PERSON_0000000560,PERSON_0000000667
TRACE_PERSON_0000000238,PERSON_0000000274,PERSON_0000000775
TRACE_PERSON_0000000404,PERSON_0000000085,PERSON_0000000663
TRACE_PERSON_0000000881,PERSON_0000000035,PERSON_0000000890
TRACE_PERSON_0000000144,PERSON_0000000934,PERSON_0000000743
TRACE_PERSON_0000000635,PERSON_0000000612,PERSON_0000000719
TRACE_PERSON_0000000851,PERSON_0000000500,PERSON_0000000544
TRACE_PERSON_0000000139,PERSON_0000000641,PERSON_0000000388
TRACE_PERSON_0000000713,PERSON_0000000310,PERSON_0000000050
TRACE_PERSON_0000000646,PERSON_0000000872,PERSON_0000000896
TRACE_PERSON_0000000776,PERSON_0000000235,PERSON_0000000774
TRACE_PERSON_0000000557,PERSON_0000000693,PERSON_0000000344
TRACE_PERSON_0000000882,PERSON_0000000064,PERSON_0000000351
TRACE_PERSON_0000000011,PERSON_0000000954,PERSON_0000000828
TRACE_PERSON_0000000102,PERSON_0000000200,PERSON_0000000995
TRACE_PERSON_0000000849,PERSON_0000000837,PERSON_0000000242
TRACE_PERSON_0000000025,PERSON_0000000472,PERSON_0000000959
TRACE_PERSON_0000000377,PERSON_0000000356,PERSON_0000000935
TRACE_PERSON_0000000944,PERSON_0000000191,PERSON_0000000835
TRACE_PERSON_0000000198,PERSON_0000000231,PERSON_0000000346
TRACE_PERSON_0000000536,PERSON_0000000845,PERSON_0000000471
TRACE_PERSON_0000000811,PERSON_0000000279,PERSON_0000000011
TRACE_PERSON_0000000110,PERSON_0000000171,PERSON_0000000446
TRACE_PERSON_0000000159,PERSON_0000000726,PERSON_0000000159
TRACE_PERSON_0000000616,PERSON_0000000963,PERSON_0000000534
TRACE_PERSON_0000000251,PERSON_0000000587,PERSON_0000000880
TRACE_PERSON_0000000445,PERSON_0000000485,PERSON_0000000835
TRACE_PERSON_0000000995,PERSON_0000000838,PERSON_0000000986
TRACE_PERSON_0000000947,PERSON_0000000466,PERSON_0000000870
TRACE_PERSON_0000000158,PERSON_0000000242,PERSON_0000000042
TRACE_PERSON_0000000494,PERSON_0000000615,PERSON_0000000215
TRACE_PERSON_0000000725,PERSON_0000000115,PERSON_0000000120
TRACE_PERSON_0000000016,PERSON_0000000544,PERSON_0000000605
TRACE_PERSON_0000000715,PERSON_0000000825,PERSON_0000000352
TRACE_PERSON_0000000752,PERSON_0000000055,PERSON_0000000609
TRACE_PERSON_0000000995,PERSON_0000000956,PERSON_0000000787
TRACE_PERSON_0000000175,PERSON_0000000782,PERSON_0000000175
TRACE_PERSON_0000000958,PERSON_0000000069,PERSON_0000000066
TRACE_PERSON_0000000853,PERSON_0000000593,PERSON_0000000768
TRACE_PERSON_0000000238,PERSON_0000000274,PERSON_0000000775
TRACE_PERSON_0000000334,PERSON_0000000573,PERSON_0000000348
TRACE_PERSON_0000000673,PERSON_0000000350,PERSON_0000000116
TRACE_PERSON_0000000999,PERSON_0000000063,PERSON_0000000364
TRACE_PERSON_0000000043,PERSON_0000000494,PERSON_0000000615
TRACE_PERSON_0000000646,PERSON_0000000872,PERSON_0000000896
TRACE_PERSON_0000000868,PERSON_0000000560,PERSON_0000000180
TRACE_PERSON_0000000583,PERSON_0000000058,PERSON_0000000330
TRACE_PERSON_0000000977,PERSON_0000000928,PERSON_0000000115
TRACE_PERSON_0000000158,PERSON_0000000546,PERSON_0000000302
TRACE_PERSON_0000000694,PERSON_0000000499,PERSON_0000000811
TRACE_PERSON_0000000852,PERSON_0000000746,PERSON_0000000318
TRACE_PERSON_0000000106,PERSON_0000000207,PERSON_0000000048
TRACE_PERSON_0000000633,PERSON_0000000720,PERSON_0000000330
TRACE_PERSON_0000000130,PERSON_0000000533,PERSON_0000000193
