trace_id,f4,f5
TRACE_PERSON_0000000379,PERSON_0000000640,PERSON_0000000067
TRACE_PERSON_0000000952,PERSON_0000000609,PERSON_0000000080
TRACE_PERSON_0000000958,PERSON_0000000758,PERSON_0000000418
TRACE_PERSON_0000000809,PERSON_0000000180,PERSON_0000000783
TRACE_PERSON_0000000230,PERSON_0000000884,PERSON_0000000113
TRACE_PERSON_0000000282,PERSON_0000000047,PERSON_0000000871
TRACE_PERSON_0000000175,PERSON_0000000124,PERSON_0000000155
TRACE_PERSON_0000000897,PERSON_0000000876,PERSON_0000000097
TRACE_PERSON_0000000586,PERSON_0000000236,PERSON_0000000493
TRACE_PERSON_0000000809,PERSON_0000000180,PERSON_0000000077
TRACE_PERSON_0000000868,PERSON_0000000994,PERSON_0000000649
TRACE_PERSON_0000000310,PERSON_0000000095,PERSON_0000000435
TRACE_PERSON_0000000495,PERSON_0000000734,PERSON_0000000261
TRACE_PERSON_0000000949,PERSON_0000000550,PERSON_0000000073
TRACE_PERSON_0000000958,PERSON_0000000392,PERSON_0000000467
TRACE_PERSON_0000000297,PERSON_0000000823,PERSON_0000000085
TRACE_PERSON_0000000182,PERSON_0000000650,PERSON_0000000822
TRACE_PERSON_0000000095,PERSON_0000000419,PERSON_0000000195
TRACE_PERSON_0000000144,PERSON_0000000424,PERSON_0000000036
TRACE_PERSON_0000000652,PERSON_0000000119,PERSON_0000000420
TRACE_PERSON_0000000130,PERSON_0000000571,PERSON_0000000853
TRACE_PERSON_0000000958,PERSON_0000000729,PERSON_0000000553
TRACE_PERSON_0000000958,PERSON_0000000852,PERSON_0000000746
TRACE_PERSON_0000000095,PERSON_0000000495,PERSON_0000000238
